row_number_from_source_file,region_code,division_code,municipality_code,full_division_code,full_municipality_code,beis_school_id,implementing_unit,modified_coc,school_type,enroll_g7_m,enroll_g7_f,enroll_g8_m,enroll_g8_f,enroll_g9_m,enroll_g9_f,enroll_g10_m,enroll_g10_f,enroll_sn_ed_ngjhs_m,enroll_sn_ed_ngjhs_f,enroll_total_jhs_m,enroll_total_jhs_f,enroll_total_jhs_all,dropout_rate_g7_m,dropout_rate_g7_f,dropout_rate_g8_m,dropout_rate_g8_f,dropout_rate_g9_m,dropout_rate_g9_f,dropout_rate_g10_m,dropout_rate_g10_f,dropout_rate_sn_ed_ngjhs_m,dropout_rate_sn_ed_ngjhs_f,dropout_rate_total_jhs_m,dropout_rate_total_jhs_f,dropout_rate_total_jhs_all,jhs_instructional_rooms,jhs_classroom_ratio,jhs_seats,jhs_seat_ratio,jhs_toilet,jhs_toilet_ratio,jhs_computer,jhs_computer_ratio,jhs_teacher,jhs_teacher_ratio,cancel_2016,cancel_2017,cancel_2018,cancel_2019,cancel_2020,cancel_2021,cancel_2022,cancel_2023,cancel_total_20162023,cancel_average_20162023,pilot_cancel,pilot_ratio,pilot_shift,randomized_eval_id,rev_status
489,2,5,19,205,20519,300564,0,2,1,112,102,76,80,70,100,80,90,0,0,338,372,710,0.035699999999999996,0.0196,0.026300000000000004,0.0125,0.057100000000000005,0.01,0.025,0.06670000000000001,0,0,0.0355,0.026900000000000004,0.031,16,43.37,605,1,12,58.55,1,710,27,26.3,11,1,2,6,2,0,15,6,43,5,1,0,0,NA,NA
490,2,5,20,205,20520,300568,1,2,1,114,91,113,141,138,150,148,129,0,0,513,511,1024,0.026300000000000004,0.022,0.0177,0.0071,0.07250000000000001,0.02,0.027,0,0,0,0.037,0.011699999999999999,0.0244,26,39.89,854,1,37,27.419999999999998,66,15.51515152,39,26.259999999999998,11,1,2,6,2,0,15,6,43,5,1,0,0,NA,NA
491,2,5,20,205,20520,306112,0,2,1,50,44,41,42,61,55,51,46,0,0,203,187,390,0,0,0,0.023799999999999998,0.0984,0.036399999999999995,0.058800000000000005,0.043500000000000004,0,0,0.0443,0.0267,0.035899999999999994,17,23.38,400,1,29,13.360000000000001,48,8.125,20,19.5,11,1,2,6,2,0,15,6,43,5,1,0,0,NA,NA
492,2,5,21,205,20521,300569,0,2,1,94,86,123,128,108,133,149,124,0,0,474,471,945,0.0106,0,0,0,0.0093,0.015,0.0738,0,0,0,0.0274,0.0042,0.0159,28,33.7,571,2,35,27.19,101,9.356435644000003,36,26.25,11,1,2,6,2,0,15,6,43,5,1,0,0,NA,NA
493,2,5,21,205,20521,300570,0,2,1,29,42,39,30,37,30,38,32,0,0,143,134,277,0,0,0,0,0,0,0,0,0,0,0,0,0,9,32.08,236,1,11,25.67,0,-999,16,17.310000000000002,11,1,2,6,2,0,15,6,43,5,1,0,0,NA,NA
494,2,5,22,205,20522,300571,1,2,1,75,82,96,93,112,93,102,103,0,0,385,371,756,0,0,0,0,0,0,0,0,0,0,0,0,0,24,31.919999999999998,577,1,32,23.779999999999998,0,-999,38,19.89,11,1,2,6,2,0,15,6,43,5,1,0,0,NA,NA
495,2,5,22,205,20522,300572,0,2,1,54,62,56,75,84,80,79,76,0,0,273,293,566,0,0,0,0,0.011899999999999999,0,0,0,0,0,0.0037,0,0.0018,19,30.16,-999,0,35,16.39,88,6.4318181820000015,21,26.95,11,1,2,6,2,0,15,6,43,5,1,0,0,NA,NA
496,2,5,22,205,20522,300574,1,2,1,157,144,180,182,180,212,174,194,0,0,691,732,1423,0.0127,0,0,0.0055,0,0,0.0057,0,0,0,0.0043,0.0014,0.0028,34,42.230000000000004,774,2,33,43.04,141,10.09219858,61,23.330000000000002,11,1,2,6,2,0,15,6,43,5,1,0,0,NA,NA
497,2,5,23,205,20523,300575,1,2,2,121,134,137,143,155,150,170,175,0,0,583,602,1185,0.0083,0.0075,0.021900000000000003,0.007,0.006500000000000001,0.0267,0.0235,0.011399999999999999,0,0,0.015399999999999999,0.013300000000000001,0.0143,68,17.3,-999,1,51,23.39,50,23.7,67,17.69,11,1,2,6,2,0,15,6,43,5,1,0,0,NA,NA
498,2,5,23,205,20523,306116,0,2,1,39,35,50,47,61,53,55,47,0,0,205,182,387,0.10260000000000001,0.0286,0.02,0,0.1148,0.018900000000000004,0,0,0,0,0.0585,0.011,0.036199999999999996,13,30.06,324,1,21,18.03,0,-999,12,32.25,11,1,2,6,2,0,15,6,43,5,1,0,0,NA,NA
499,2,5,24,205,20524,300580,0,2,1,33,40,54,54,60,52,56,61,0,0,203,207,410,0,0,0.037,0.07410000000000001,0.05,0.0385,0,0.0164,0,0,0.0246,0.033800000000000004,0.0293,16,25.77,436,1,25,16.68,182,2.252747253,22,18.64,11,1,2,6,2,0,15,6,43,5,1,0,0,NA,NA
500,2,5,24,205,20524,306111,0,2,1,26,22,21,22,38,20,27,30,0,0,112,94,206,0.0385,0,0,0,0.1053,0,0,0.0333,0,0,0.0446,0.0106,0.029099999999999997,11,18.35,251,1,19,10.76,20,10.3,13,15.850000000000001,11,1,2,6,2,0,15,6,43,5,1,0,0,NA,NA
501,2,5,24,205,20524,306135,0,2,1,23,31,40,41,42,29,43,33,0,0,148,134,282,0,0.129,0.125,0.07320000000000002,0.0714,0.0345,0.0465,0.0606,0,0,0.06760000000000001,0.07460000000000001,0.0709,9,32,234,1,19,14.77,188,1.5,12,23.5,11,1,2,6,2,0,15,6,43,5,1,0,0,NA,NA
502,2,5,24,205,20524,300562,1,2,1,92,121,121,144,123,131,126,117,0,0,462,513,975,0.032600000000000004,0.0165,0.0248,0,0.065,0.0076,0.055600000000000004,0.0256,0,0,0.0455,0.011699999999999999,0.0277,27,36.690000000000005,846,1,26,37.660000000000004,45,21.666666669999998,38,25.66,11,1,2,6,2,0,15,6,43,5,1,0,0,NA,NA
503,2,5,24,205,20524,300579,1,2,1,259,238,307,293,291,346,267,290,0,0,1124,1167,2291,0.0039,0,0.022799999999999997,0.0068000000000000005,0.0172,0.0145,0.015,0.0034000000000000002,0,0,0.015099999999999999,0.0069,0.0109,74,30.959999999999997,-999,1,139,16.479999999999997,136,16.845588239999998,96,23.86,11,1,2,6,2,0,15,6,43,5,1,0,0,NA,NA
504,2,5,25,205,20525,300518,0,2,1,36,24,34,39,55,62,50,52,0,0,175,177,352,0,0,0.0882,0.051300000000000005,0.0182,0.0484,0.02,0.07690000000000001,0,0,0.0286,0.050800000000000005,0.0398,17,20.759999999999998,432,1,24,14.83,58,6.068965516999999,20,17.6,11,1,2,6,2,0,15,6,43,5,1,0,0,NA,NA
505,2,5,25,205,20525,300534,0,2,1,11,12,17,9,10,11,16,13,0,0,54,45,99,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21.43,66,2,7,15,21,4.714285714,8,12.38,11,1,2,6,2,0,15,6,43,5,1,0,0,NA,NA
506,2,5,25,205,20525,300582,0,2,1,32,28,32,30,37,42,48,49,0,0,149,149,298,0,0,0,0,0,0.023799999999999998,0,0.0204,0,0,0,0.0134,0.0067,12,23.91,325,1,14,21.919999999999998,45,6.6222222219999995,16,18.630000000000003,11,1,2,6,2,0,15,6,43,5,1,0,0,NA,NA
507,2,5,25,205,20525,306168,0,2,1,21,17,17,15,23,21,23,27,0,0,84,80,164,0,0,0,0,0.043500000000000004,0,0.13040000000000002,0,0,0,0.0476,0,0.0244,7,22.779999999999998,64,3,5,34.17,61,2.6885245900000005,1,164,11,1,2,6,2,0,15,6,43,5,1,1,0,NA,NA
508,2,5,26,205,20526,300590,0,2,1,50,38,72,69,69,79,98,75,0,0,289,261,550,0.14,0,0.0833,0,0.07250000000000001,0.025300000000000003,0.051000000000000004,0.0267,0,0,0.0796,0.0153,0.049100000000000005,23,24.07,566,1,17,31.84,72,7.6388888889999995,26,21.150000000000002,11,1,2,6,2,0,15,6,43,5,1,0,0,NA,NA
509,2,5,27,205,20527,300591,1,2,1,93,115,149,118,134,148,133,140,0,0,509,521,1030,0.021500000000000002,0.0087,0.033600000000000005,0,0.0373,0.0068000000000000005,0.06770000000000001,0.0429,0,0,0.0413,0.015399999999999999,0.0282,39,26.57,952,1,55,18.57,4,257.5,44,23.41,11,1,2,6,2,0,15,6,43,5,1,0,0,NA,NA
510,2,5,27,205,20527,306123,0,2,2,29,22,15,40,21,28,20,22,0,0,85,112,197,0.06899999999999999,0.13640000000000002,0.06670000000000001,0.025,0.0476,0.035699999999999996,0.15000000000000002,0,0,0,0.0824,0.0446,0.060899999999999996,9,22,151,1,9,22,51,3.8627450979999995,13,15.15,11,1,2,6,2,0,15,6,43,5,1,0,0,NA,NA
511,2,5,28,205,20528,300512,1,2,1,99,105,112,136,110,127,139,147,0,0,460,515,975,0.0404,0.0095,0.0446,0.0294,0.036399999999999995,0.0236,0.06470000000000001,0.0068000000000000005,0,0,0.0478,0.0175,0.0318,31,31.71,814,1,41,23.779999999999998,25,39,42,23.21,11,1,2,6,2,0,15,6,43,5,1,0,0,NA,NA
512,2,5,28,205,20528,300513,0,2,1,23,18,23,27,24,32,26,36,0,0,96,113,209,0.043500000000000004,0.055600000000000004,0.21740000000000004,0.037,0.0417,0,0,0,0,0,0.0729,0.0177,0.043100000000000006,10,21.85,269,1,14,14.950000000000001,20,10.450000000000001,7,29.86,11,1,2,6,2,0,15,6,43,5,1,0,0,NA,NA
513,2,5,28,205,20528,300514,1,2,1,57,65,73,61,67,47,56,62,0,0,253,235,488,0.0175,0,0,0,0,0,0,0,0,0,0.004,0,0.002,11,44.33,498,1,19,25.58,0,-999,32,15.25,11,1,2,6,2,0,15,6,43,5,1,0,0,NA,NA
514,2,5,29,205,20529,300592,1,2,2,119,97,151,137,141,153,192,178,0,0,603,565,1168,0,0,0,0,0,0,0,0,0,0,0,0,0,27,43.51,968,1,28,41.260000000000005,23,50.782608700000004,82,14.239999999999998,11,1,2,6,2,0,15,6,43,5,1,0,0,NA,NA
515,2,5,29,205,20529,300595,0,2,1,30,31,35,32,31,39,28,29,0,0,124,131,255,0,0,0,0,0.0323,0,0,0,0,0,0.0081,0,0.0039,9,28.79,221,1,9,28.79,45,5.666666666999999,18,14.17,11,1,2,6,2,0,15,6,43,5,1,0,0,NA,NA
516,2,5,29,205,20529,306137,0,2,1,17,24,33,31,43,28,27,38,0,0,120,121,241,0.058800000000000005,0.0417,0.0303,0,0.0233,0,0,0,0,0,0.025,0.0083,0.0166,9,25.86,233,1,11,21.29,92,2.619565217,13,18.54,11,1,2,6,2,0,15,6,43,5,1,0,0,NA,NA
517,2,5,29,205,20529,300593,0,2,1,65,67,45,62,78,64,66,53,0,0,254,246,500,0.12310000000000001,0.0299,0.1111,0.0806,0.0897,0.07810000000000002,0.0303,0.0377,0,0,0.08660000000000001,0.0569,0.07200000000000001,17,29.419999999999998,722,1,23,21.39,0,-999,20,25,11,1,2,6,2,0,15,6,43,5,1,0,0,NA,NA
518,2,5,30,205,20530,300581,1,2,1,130,131,134,154,146,133,141,136,0,0,551,554,1105,0,0,0,0,0,0,0,0,0,0,0,0,0,34,32.5,-999,1,44,25.110000000000003,35,31.57142857,51,21.67,11,1,2,6,2,0,15,6,43,5,1,0,0,NA,NA
519,2,5,30,205,20530,300596,1,2,1,138,127,146,155,162,173,149,161,0,0,595,616,1211,0.06520000000000001,0.0157,0.16440000000000002,0.0194,0.0864,0.0347,0.0671,0.0311,0,0,0.0958,0.026000000000000002,0.0603,54,22.37,-999,1,132,9.17,155,7.812903225999999,53,22.85,11,1,2,6,2,0,15,6,43,5,1,0,0,NA,NA
520,2,5,30,205,20530,306117,0,2,1,42,29,55,49,42,49,47,45,0,0,186,172,358,0.0714,0,0.036399999999999995,0.0204,0.0476,0.0408,0.0638,0.1111,0,0,0.05380000000000001,0.0465,0.050300000000000004,8,45.1,239,1,21,17.35,7,51.142857140000004,13,27.54,11,1,2,6,2,0,15,6,43,5,1,0,0,NA,NA
521,2,5,30,205,20530,306127,0,2,1,69,61,77,72,86,91,81,79,0,0,313,303,616,0.13040000000000002,0.0328,0.0519,0,0.0814,0,0.07410000000000001,0.025300000000000003,0,0,0.08310000000000001,0.013200000000000002,0.0487,17,36.25,378,2,17,36.25,4,154,24,25.67,11,1,2,6,2,0,15,6,43,5,1,0,0,NA,NA
522,2,5,31,205,20531,300597,1,2,1,64,64,75,79,66,81,82,88,0,0,287,312,599,0,0,0,0,0.0455,0.0123,0,0,0,0,0.0105,0.0032,0.0067,23,26.58,633,1,25,23.93,54,11.092592590000002,36,16.64,11,1,2,6,2,0,15,6,43,5,1,0,0,NA,NA
523,2,5,31,205,20531,300601,0,2,1,65,54,62,71,82,71,83,90,0,0,292,286,578,0,0,0,0,0,0,0,0,0,0,0,0,0,33,17.55,435,1,32,17.88,75,7.706666667,37,15.62,11,1,2,6,2,0,15,6,43,5,1,0,0,NA,NA
524,2,5,31,205,20531,306132,0,2,1,32,25,29,32,33,28,39,28,0,0,133,113,246,0,0,0,0,0.0303,0,0.0256,0.035699999999999996,0,0,0.015,0.0088,0.0122,12,19.810000000000002,173,1,12,19.810000000000002,34,7.2352941180000006,15,16.4,11,1,2,6,2,0,15,6,43,5,1,0,0,NA,NA
525,2,5,32,205,20532,300603,1,2,1,154,134,128,149,177,135,179,171,0,0,638,589,1227,0,0,0,0,0,0,0,0,0,0,0,0,0,35,34.7,671,2,40,30.650000000000002,5,245.4,48,25.56,11,1,2,6,2,0,15,6,43,5,1,0,0,NA,NA
526,2,5,32,205,20532,300604,0,2,1,34,26,33,33,31,32,32,39,0,0,130,130,260,0,0,0,0,0,0,0,0,0,0,0,0,0,7,37.4,-999,0,10,26.71,30,8.666666667000001,14,18.57,11,1,2,6,2,0,15,6,43,5,1,0,0,NA,NA
527,2,5,32,205,20532,300605,0,2,1,64,41,49,63,48,61,50,60,0,0,211,225,436,0,0.0244,0,0,0,0,0,0,0,0,0,0.0044,0.0023,18,24.29,431,1,4,113.33,16,27.25,23,18.959999999999997,11,1,2,6,2,0,15,6,43,5,1,0,0,NA,NA
528,2,5,33,205,20533,300606,1,2,1,86,87,127,124,136,134,141,117,0,0,490,462,952,0.06979999999999999,0.023,0.0315,0,0.0294,0.0075,0.021300000000000003,0,0,0,0.0347,0.006500000000000001,0.021,36,26.62,721,1,39,24.130000000000003,20,47.6,54,17.630000000000003,11,1,2,6,2,0,15,6,43,5,1,0,0,NA,NA
529,2,5,33,205,20533,306101,1,2,1,59,38,58,53,52,65,73,59,0,0,242,215,457,0,0,0.0345,0,0,0,0,0,0,0,0.0083,0,0.0044,17,27.62,866,1,23,19.939999999999998,25,18.279999999999998,25,18.279999999999998,11,1,2,6,2,0,15,6,43,5,1,0,0,NA,NA
530,2,5,34,205,20534,300551,0,2,1,52,50,49,72,59,52,79,62,0,0,239,236,475,0,0,0.0204,0.013900000000000001,0,0,0,0,0,0,0.0042,0.0042,0.0042,18,26.04,596,1,24,19.73,5,95,22,21.59,11,1,2,6,2,0,15,6,43,5,1,0,0,NA,NA
531,2,5,34,205,20534,306109,0,2,1,45,55,49,61,60,55,51,55,0,0,205,226,431,0,0.0182,0,0,0,0,0,0,0,0,0,0.0044,0.0023,19,22.21,596,1,32,13.42,30,14.366666670000003,22,19.59,11,1,2,6,2,0,15,6,43,5,1,0,0,NA,NA
532,2,5,34,205,20534,300547,0,2,1,47,44,50,39,46,55,61,47,0,0,204,185,389,0,0,0.02,0.0256,0.08700000000000001,0,0,0,0,0,0.0245,0.0054,0.015399999999999999,10,38.790000000000006,297,1,9,45.25,70,5.557142856999999,23,16.91,11,1,2,6,2,0,15,6,43,5,1,0,0,NA,NA
533,2,5,34,205,20534,300556,1,2,1,57,47,63,51,65,56,80,69,0,0,265,223,488,0.05260000000000001,0,0.0159,0.0392,0,0,0.08750000000000001,0.0145,0,0,0.0415,0.013500000000000002,0.0287,19,25.62,457,1,20,24.77,42,11.61904762,32,15.25,11,1,2,6,2,0,15,6,43,5,1,0,0,NA,NA
534,2,5,34,205,20534,300586,0,2,1,19,17,14,13,24,17,17,15,0,0,74,62,136,0.05260000000000001,0,0.0714,0,0.0417,0,0,0.06670000000000001,0,0,0.0405,0.0161,0.0294,5,26.43,103,1,9,15.42,83,1.6385542169999998,11,12.360000000000001,11,1,2,6,2,0,15,6,43,5,1,0,0,NA,NA
535,2,5,34,205,20534,300609,1,2,1,202,168,215,198,257,239,249,242,0,0,923,847,1770,0.019799999999999998,0.011899999999999999,0.032600000000000004,0.025300000000000003,0.0233,0.0126,0.0201,0.0124,0,0,0.023799999999999998,0.0153,0.019799999999999998,55,32.18,-999,1,38,46.58,53,33.39622642,72,24.58,11,1,2,6,2,0,15,6,43,5,1,0,0,NA,NA
536,2,5,7,205,20507,306114,0,2,1,33,21,49,43,35,36,29,35,0,0,146,135,281,0.0606,0.0476,0.0408,0,0.0286,0.055600000000000004,0.06899999999999999,0,0,0,0.0479,0.022199999999999998,0.0356,14,20.37,325,1,22,12.9,76,3.6973684209999997,16,17.56,11,1,2,6,2,0,15,6,43,5,1,0,0,NA,NA
537,2,5,7,205,20507,306115,0,2,1,28,32,43,43,55,42,42,40,0,0,168,157,325,0.10710000000000001,0.0313,0,0.0465,0.0182,0.023799999999999998,0.023799999999999998,0.05,0,0,0.029799999999999997,0.0382,0.033800000000000004,14,23,252,1,18,18.21,43,7.558139535,16,20.310000000000002,11,1,2,6,2,0,15,6,43,5,1,0,0,NA,NA
538,2,5,7,205,20507,300504,1,2,1,175,189,184,206,199,201,209,193,0,0,767,789,1556,0.0286,0.0159,0.0217,0.0146,0.0804,0.0299,0.0191,0.0155,0,0,0.0378,0.019,0.028300000000000002,37,42.13,-999,1,45,34.58,62,25.09677419,61,25.51,11,1,2,6,2,0,15,6,43,5,1,0,0,NA,NA
539,2,5,1,205,20501,300499,0,2,1,62,44,72,65,66,62,76,64,0,0,276,235,511,0.0484,0.022699999999999998,0.06939999999999999,0.030799999999999998,0.0606,0.0161,0.0395,0.0313,0,0,0.05430000000000001,0.025500000000000002,0.041100000000000005,24,21.53,562,1,40,12.92,48,10.64583333,25,20.439999999999998,11,1,2,6,2,0,15,6,43,5,1,0,0,NA,NA
540,2,5,1,205,20501,300500,1,2,1,243,216,229,271,306,251,272,281,0,0,1050,1019,2069,0.0658,0.037,0.1135,0.022099999999999998,0.0882,0.0398,0.0551,0.0391,0,0,0.08,0.034300000000000004,0.0575,48,43.24,-999,1,50,41.49,78,26.525641029999996,72,28.74,11,1,2,6,2,0,15,6,43,5,1,0,0,NA,NA
541,2,5,8,205,20508,300508,1,2,1,40,44,50,50,73,60,70,51,4,9,237,214,451,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21.58,418,1,41,10.97,0,-999,28,16.110000000000003,11,1,2,6,2,0,15,6,43,5,1,0,0,NA,NA
542,2,5,8,205,20508,300532,0,2,1,47,41,54,48,61,50,55,54,0,0,217,193,410,0,0,0,0,0.0164,0,0,0,0,0,0.0046,0,0.0024000000000000002,13,31.2,276,1,24,16.86,138,2.9710144929999993,20,20.5,11,1,2,6,2,0,15,6,43,5,1,0,0,NA,NA
543,2,5,8,205,20508,306143,0,2,1,102,62,115,102,110,85,115,105,0,0,442,354,796,0.0392,0,0,0,0,0,0,0,0,0,0.009,0,0.005,19,41,524,2,23,33.97,15,53.06666667,17,46.82,11,1,2,6,2,0,15,6,43,5,1,1,0,NA,NA
544,2,5,2,205,20502,300550,0,4,1,18,20,28,24,21,25,16,21,0,0,83,90,173,0.2222,0,0,0.0417,0,0,0,0,0,0,0.0482,0.011099999999999999,0.028900000000000002,8,21.630000000000003,81,2,13,13.31,1,173,12,14.42,11,1,2,6,2,0,15,6,43,5,1,0,0,NA,NA
545,2,5,3,205,20503,300530,1,4,2,293,239,286,254,300,296,271,296,0,0,1150,1085,2235,0.0273,0.0084,0.0245,0,0.0167,0,0.018500000000000003,0,0,0,0.0217,0.0018,0.0121,90,24.830000000000002,-999,1,110,20.32,55,40.636363640000006,113,19.779999999999998,11,1,2,6,2,0,15,6,43,5,1,0,0,NA,NA
546,2,5,6,205,20506,306167,0,4,3,28,29,28,26,29,30,27,15,0,0,112,100,212,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21.2,246,1,8,26.5,3,70.66666667000001,0,-999,11,1,2,6,2,0,15,6,43,5,1,0,0,NA,NA
547,2,5,9,205,20509,306133,0,4,1,25,11,12,20,17,16,15,12,0,0,69,59,128,0,0,0.0833,0,0,0.0625,0,0,0,0,0.0145,0.016900000000000002,0.0156,6,21.330000000000002,170,1,12,10.67,26,4.923076923,6,21.330000000000002,11,1,2,6,2,0,15,6,43,5,1,0,0,NA,NA
548,2,5,12,205,20512,306120,0,4,3,8,13,18,15,13,13,13,15,0,0,52,56,108,0,0,0,0,0.07690000000000001,0.07690000000000001,0,0,0,0,0.0192,0.017900000000000003,0.018500000000000003,4,27,43,3,9,12,0,-999,4,27,11,1,2,6,2,0,15,6,43,5,1,0,0,NA,NA
549,2,5,13,205,20513,306113,0,4,3,48,41,74,40,67,55,59,65,0,0,248,201,449,0.0417,0.0488,0.05410000000000001,0,0.0896,0.0182,0.016900000000000002,0,0,0,0.0524,0.0149,0.0356,13,34.54,366,1,22,20.41,20,22.45,8,56.13,11,1,2,6,2,0,15,6,43,5,1,1,0,NA,NA
550,2,5,14,205,20514,306122,0,4,1,18,21,32,21,28,27,27,23,0,0,105,92,197,0,0,0.0938,0,0.0714,0,0.037,0,0,0,0.057100000000000005,0,0.0305,7,28.14,212,1,11,17.91,9,21.88888889,7,28.14,11,1,2,6,2,0,15,6,43,5,1,0,0,NA,NA
551,2,5,14,205,20514,306134,0,4,3,7,18,7,8,11,12,7,15,0,0,32,53,85,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28.330000000000002,87,1,5,17,4,21.25,2,42.5,11,1,2,6,2,0,15,6,43,5,1,1,0,NA,NA
552,2,5,14,205,20514,306119,0,4,3,13,5,15,5,13,9,12,12,0,0,53,31,84,0.2308,0,0.06670000000000001,0,0.07690000000000001,0,0,0,0,0,0.0943,0,0.059500000000000004,4,21,108,1,8,10.5,63,1.333333333,3,28,11,1,2,6,2,0,15,6,43,5,1,0,0,NA,NA
553,2,5,19,205,20519,306164,0,4,1,70,69,45,61,53,41,47,49,0,0,215,220,435,0,0,0.06670000000000001,0.0164,0,0,0.0638,0.0204,0,0,0.0279,0.009099999999999999,0.018400000000000003,13,33.46,200,2,8,54.379999999999995,3,145,9,48.33,11,1,2,6,2,0,15,6,43,5,1,1,0,NA,NA
554,2,5,20,205,20520,306058,0,4,1,30,25,47,40,32,29,40,45,0,0,149,139,288,0.0333,0,0,0,0,0,0,0,0,0,0.0067,0,0.0035,11,26.18,259,1,13,22.150000000000002,42,6.857142856999999,15,19.2,11,1,2,6,2,0,15,6,43,5,1,0,0,NA,NA
555,2,5,28,205,20528,306160,0,4,1,15,11,17,11,18,22,16,16,0,0,66,60,126,0.1333,0,0,0,0.16670000000000001,0.0455,0.0625,0.0625,0,0,0.0909,0.0333,0.0635,5,25.2,137,1,11,11.450000000000001,50,2.52,1,126,11,1,2,6,2,0,15,6,43,5,1,1,0,NA,NA
556,2,5,29,205,20529,300594,0,4,1,22,15,25,19,33,24,19,20,0,0,99,78,177,0.13640000000000002,0.06670000000000001,0.2,0,0.0909,0.0417,0.15790000000000004,0.05,0,0,0.14140000000000003,0.0385,0.096,6,29.5,107,2,8,22.130000000000003,1,177,4,44.25,11,1,2,6,2,0,15,6,43,5,1,1,0,NA,NA
557,2,5,29,205,20529,306148,0,4,3,11,8,21,19,11,15,9,14,0,0,52,56,108,0,0.125,0,0,0,0.06670000000000001,0,0,0,0,0,0.035699999999999996,0.018500000000000003,5,21.6,100,1,5,21.6,0,-999,1,108,11,1,2,6,2,0,15,6,43,5,1,1,0,NA,NA
558,2,5,31,205,20531,330501,0,4,1,28,28,24,21,29,36,13,30,0,0,94,115,209,0.035699999999999996,0,0,0,0,0.0278,0,0,0,0,0.0106,0.0087,0.0096,10,20.9,516,0,14,14.93,0,-999,9,23.22,11,1,2,6,2,0,15,6,43,5,1,0,0,NA,NA
559,3,16,1,316,31601,500150,0,1,1,50,58,57,69,54,49,64,59,0,0,225,235,460,0.04,0,0,0.0145,0,0.0204,0,0.016900000000000002,0,0,0.0089,0.0128,0.0109,13,36.65,323,1,6,77.88,0,-999,19,24.21,4,0,2,7,4,0,8,5,30,4,1,0,1,NA,NA
560,3,16,1,316,31601,500979,0,1,1,15,16,20,18,14,10,13,8,0,0,62,52,114,0.06670000000000001,0.0625,0,0,0,0,0,0,0,0,0.0161,0.0192,0.0175,7,16.88,135,1,8,13.5,7,16.285714289999994,3,38,4,0,2,7,4,0,8,5,30,4,1,0,0,NA,NA
561,3,16,1,316,31601,500981,0,1,1,26,27,39,38,21,14,24,33,0,0,110,112,222,0,0,0,0,0,0,0,0,0,0,0,0,0,7,33.25,65,3,9,24.18,55,4.036363636000001,7,31.71,4,0,2,7,4,0,8,5,30,4,1,0,0,NA,NA
562,3,16,1,316,31601,500140,0,1,1,58,36,64,50,39,64,45,56,0,0,206,206,412,0,0,0.0156,0,0,0,0,0,0,0,0.0049,0,0.0024000000000000002,17,23.57,341,1,14,28.53,67,6.149253731000001,20,20.6,4,0,2,7,4,0,8,5,30,4,1,0,0,NA,NA
563,3,16,1,316,31601,500143,0,1,1,38,32,53,38,49,63,48,47,0,0,188,180,368,0,0,0.018900000000000004,0,0,0,0,0,0,0,0.0053,0,0.0027,12,31.330000000000002,378,1,5,75.2,45,8.177777778,15,24.53,4,0,2,7,4,0,8,5,30,4,1,0,0,NA,NA
564,3,16,1,316,31601,500144,0,1,1,33,55,49,50,48,47,45,45,0,0,175,197,372,0,0,0,0,0,0,0,0,0,0,0,0,0,12,32.06,219,2,7,52.449999999999996,26,14.307692310000002,23,16.17,4,0,2,7,4,0,8,5,30,4,1,0,0,NA,NA
565,3,16,1,316,31601,500138,0,1,1,20,15,24,15,18,24,18,14,0,0,80,68,148,0.2,0,0,0,0,0,0.055600000000000004,0,0,0,0.0625,0,0.033800000000000004,14,10.43,275,1,21,7.06,118,1.254237288,17,8.709999999999999,4,0,2,7,4,0,8,5,30,4,1,0,0,NA,NA
566,3,16,1,316,31601,500148,0,1,1,45,29,47,27,51,52,29,36,0,0,172,144,316,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30.5,224,1,8,40.67,56,5.642857143,12,26.330000000000002,4,0,2,7,4,0,8,5,30,4,1,0,0,NA,NA
567,3,16,1,316,31601,500149,0,3,2,44,43,51,36,41,49,50,46,0,0,186,174,360,0,0,0,0,0,0,0,0,0,0,0,0,0,9,40,402,1,15,24,49,7.346938775999999,8,45,4,0,2,7,4,0,8,5,30,4,1,1,0,NA,NA
568,3,16,1,316,31601,501137,0,3,1,60,39,62,48,56,43,27,36,0,0,205,166,371,0,0,0.0323,0,0,0,0,0.055600000000000004,0,0,0.0098,0.012,0.0108,7,53,-999,0,9,41.220000000000006,85,4.364705881999999,9,41.220000000000006,4,0,2,7,4,0,8,5,30,4,1,1,0,NA,NA
569,3,16,1,316,31601,500136,0,3,1,46,32,48,49,42,42,41,35,0,0,177,158,335,0.043500000000000004,0.0313,0,0,0,0.023799999999999998,0.0244,0,0,0,0.016900000000000002,0.0127,0.0149,15,22.330000000000002,356,1,17,19.71,86,3.8953488369999993,13,25.77,4,0,2,7,4,0,8,5,30,4,1,0,0,NA,NA
570,3,16,1,316,31601,500141,0,3,1,91,106,88,89,99,105,96,92,0,0,374,392,766,0,0,0,0,0,0,0,0,0,0,0,0,0,18,42.56,577,1,19,40.32,83,9.228915662999997,39,19.64,4,0,2,7,4,0,8,5,30,4,1,0,0,NA,NA
